sub_course,total_seats,class_schedule,class_length,enroll,evals_made,rcmd_class,rcmd_instr,study_hr_wk,avg_grade_exp,avg_grade_rec,department_name,capacity_utilization
LTKO 1C,28.0,MWF,50.0,28.0,14.0,100.0,100.0,4.19,3.7,3.32,Literature Korean,1.0
LTKO 1C,28.0,MWF,50.0,28.0,12.0,100.0,100.0,5.0,3.64,3.73,Literature Korean,1.0
LTKO 1C,28.0,MWF,50.0,27.0,9.0,100.0,100.0,4.5,3.63,3.66,Literature Korean,0.964
LTKO 1C,28.0,MWF,50.0,28.0,14.0,100.0,100.0,4.19,3.7,3.32,Literature Korean,1.0
LTKO 1C,28.0,MWF,50.0,28.0,12.0,100.0,100.0,5.0,3.64,3.73,Literature Korean,1.0
LTKO 1C,28.0,MWF,50.0,27.0,9.0,100.0,100.0,4.5,3.63,3.66,Literature Korean,0.964
LTKO 1C,28.0,MWF,50.0,28.0,14.0,100.0,100.0,4.19,3.7,3.32,Literature Korean,1.0
LTKO 1C,28.0,MWF,50.0,28.0,12.0,100.0,100.0,5.0,3.64,3.73,Literature Korean,1.0
LTKO 1C,28.0,MWF,50.0,27.0,9.0,100.0,100.0,4.5,3.63,3.66,Literature Korean,0.964
LTKO 1C,28.0,MWF,50.0,28.0,14.0,100.0,100.0,4.19,3.7,3.32,Literature Korean,1.0
LTKO 1C,28.0,MWF,50.0,28.0,12.0,100.0,100.0,5.0,3.64,3.73,Literature Korean,1.0
LTKO 1C,28.0,MWF,50.0,27.0,9.0,100.0,100.0,4.5,3.63,3.66,Literature Korean,0.964
LTLA 3,35.0,MWF,50.0,28.0,11.0,100.0,100.0,6.14,3.82,3.8,Literature Latin,0.8
LTSP 2A,28.0,MWF,50.0,27.0,9.0,88.9,88.9,4.28,3.5,3.28,Literature Spanish,0.964
LTSP 2A,28.0,MWF,50.0,27.0,9.0,88.9,88.9,4.28,3.5,3.28,Literature Spanish,0.964
LTSP 2C,28.0,MWF,50.0,26.0,11.0,100.0,100.0,2.5,3.91,3.74,Literature Spanish,0.929
LTSP 2C,28.0,MWF,50.0,27.0,16.0,92.9,85.7,3.21,3.83,3.64,Literature Spanish,0.964
LTSP 2C,28.0,MWF,50.0,26.0,11.0,100.0,100.0,2.5,3.91,3.74,Literature Spanish,0.929
LTSP 2C,28.0,MWF,50.0,27.0,16.0,92.9,85.7,3.21,3.83,3.64,Literature Spanish,0.964
LTSP 2C,28.0,MWF,50.0,26.0,11.0,100.0,100.0,2.5,3.91,3.74,Literature Spanish,0.929
LTSP 2C,28.0,MWF,50.0,27.0,16.0,92.9,85.7,3.21,3.83,3.64,Literature Spanish,0.964
LTSP 100A,25.0,TuTh,80.0,22.0,5.0,60.0,80.0,6.9,3.8,3.69,Literature Spanish,0.88
LTSP 100B,25.0,TuTh,80.0,24.0,5.0,80.0,100.0,4.9,3.6,3.3,Literature Spanish,0.96
LTWL 100,40.0,MWF,50.0,31.0,10.0,100.0,77.8,3.61,3.44,3.61,Literatures of the World,0.775
LTWL 123,40.0,TuTh,80.0,38.0,13.0,100.0,100.0,4.81,3.82,3.65,Literatures of the World,0.95
LTWL 124,40.0,TuTh,80.0,36.0,12.0,100.0,100.0,5.9,4.0,3.8,Literatures of the World,0.9
LTWL 184,40.0,Th,170.0,31.0,6.0,80.0,80.0,2.9,4.0,3.25,Literatures of the World,0.775
LTWR 100,23.0,MW,80.0,23.0,19.0,88.9,88.9,4.18,3.68,3.42,Literature Writing,1.0
LTWR 102,23.0,MW,80.0,22.0,19.0,100.0,100.0,3.76,3.89,3.67,Literature Writing,0.957
LTWR 106,23.0,TuTh,80.0,22.0,20.0,100.0,100.0,4.5,3.95,3.82,Literature Writing,0.957
LTWR 115,23.0,TuTh,80.0,22.0,19.0,89.5,100.0,4.71,3.89,3.84,Literature Writing,0.957
LTWR 122,23.0,TuTh,80.0,23.0,18.0,100.0,100.0,4.5,3.76,3.85,Literature Writing,1.0
LTWR 126,23.0,TuTh,80.0,22.0,19.0,100.0,100.0,4.29,3.68,3.66,Literature Writing,0.957
LTWR 143,32.0,MWF,50.0,31.0,27.0,100.0,96.2,6.65,3.46,3.34,Literature Writing,0.969
MAE 94,30.0,Tu,110.0,26.0,24.0,100.0,100.0,1.5,3.67,4.0,Mechanical and Aerospace Engineering,0.867
MAE 101B,99.0,MWF,50.0,71.0,43.0,88.4,76.7,9.76,3.16,3.12,Mechanical and Aerospace Engineering,0.717
MAE 101B,99.0,W,50.0,71.0,43.0,88.4,76.7,9.76,3.16,3.12,Mechanical and Aerospace Engineering,0.717
MAE 101C,65.0,F,50.0,65.0,54.0,85.2,77.8,7.91,3.15,2.81,Mechanical and Aerospace Engineering,1.0
MAE 105,120.0,TuTh,80.0,95.0,46.0,78.3,95.7,7.8,3.17,3.06,Mechanical and Aerospace Engineering,0.792
MAE 107,50.0,TuTh,80.0,33.0,30.0,66.7,70.0,8.63,2.8,2.54,Mechanical and Aerospace Engineering,0.66
MAE 107,70.0,F,50.0,64.0,35.0,79.4,79.4,6.56,3.06,3.0,Mechanical and Aerospace Engineering,0.914
MAE 108,120.0,MWF,50.0,105.0,60.0,83.1,86.4,7.48,3.25,3.17,Mechanical and Aerospace Engineering,0.875
MAE 131A,75.0,M,50.0,51.0,44.0,95.5,88.6,6.82,3.05,3.0,Mechanical and Aerospace Engineering,0.68
MAE 131A,100.0,F,50.0,51.0,44.0,95.5,88.6,6.82,3.05,3.0,Mechanical and Aerospace Engineering,0.51
MAE 131A,100.0,F,50.0,99.0,52.0,90.2,88.0,7.06,3.14,3.12,Mechanical and Aerospace Engineering,0.99
MAE 131A,100.0,MWF,50.0,51.0,44.0,95.5,88.6,6.82,3.05,3.0,Mechanical and Aerospace Engineering,0.51
MAE 131A,100.0,MWF,50.0,99.0,52.0,90.2,88.0,7.06,3.14,3.12,Mechanical and Aerospace Engineering,0.99
MAE 150,65.0,W,50.0,40.0,34.0,82.4,66.7,9.97,3.0,2.62,Mechanical and Aerospace Engineering,0.615
MAE 155B,55.0,MWF,50.0,53.0,16.0,100.0,93.8,6.25,3.88,3.98,Mechanical and Aerospace Engineering,0.964
MAE 156B,35.0,TuTh,110.0,24.0,13.0,100.0,100.0,11.0,3.45,3.75,Mechanical and Aerospace Engineering,0.686
MAE 156B,35.0,TuTh,110.0,24.0,13.0,100.0,100.0,11.0,3.45,3.75,Mechanical and Aerospace Engineering,0.686
MAE 156B,35.0,MW,110.0,24.0,13.0,100.0,100.0,11.0,3.45,3.75,Mechanical and Aerospace Engineering,0.686
MAE 156B,35.0,TuTh,110.0,24.0,13.0,100.0,100.0,11.0,3.45,3.75,Mechanical and Aerospace Engineering,0.686
MAE 166,56.0,WF,80.0,47.0,21.0,85.0,90.0,3.9,3.17,3.75,Mechanical and Aerospace Engineering,0.839
MAE 184,50.0,MWF,50.0,44.0,14.0,100.0,92.9,4.5,3.85,3.56,Mechanical and Aerospace Engineering,0.88
MATH 95,30.0,M,110.0,27.0,22.0,100.0,100.0,1.86,3.76,3.62,Mathematics,0.9
MATH 106,35.0,MWF,50.0,30.0,9.0,66.7,77.8,8.5,2.88,3.16,Mathematics,0.857
MATH 121B,27.0,TuTh,80.0,20.0,15.0,100.0,100.0,5.97,3.21,2.77,Mathematics,0.741
MATH 163,32.0,MWF,50.0,30.0,15.0,85.7,100.0,5.79,3.33,3.39,Mathematics,0.938
MATH 173B,35.0,TuTh,80.0,25.0,5.0,100.0,100.0,7.5,4.0,3.38,Mathematics,0.714
MATH 173B,35.0,TuTh,80.0,25.0,5.0,100.0,100.0,7.5,4.0,3.38,Mathematics,0.714
MATH 180C,35.0,MWF,50.0,26.0,17.0,82.4,82.4,9.5,3.18,2.93,Mathematics,0.743
MATH 180C,35.0,MWF,50.0,26.0,17.0,82.4,82.4,9.5,3.18,2.93,Mathematics,0.743
MATH 180C,35.0,MWF,50.0,26.0,17.0,82.4,82.4,9.5,3.18,2.93,Mathematics,0.743
MATH 180C,35.0,MWF,50.0,26.0,17.0,82.4,82.4,9.5,3.18,2.93,Mathematics,0.743
MATH 181B,35.0,MWF,50.0,27.0,10.0,100.0,100.0,8.9,3.3,2.73,Mathematics,0.771
MATH 181B,35.0,MWF,50.0,27.0,10.0,100.0,100.0,8.9,3.3,2.73,Mathematics,0.771
MATH 181B,36.0,MWF,50.0,27.0,10.0,100.0,100.0,8.9,3.3,2.73,Mathematics,0.75
MATH 181B,36.0,MWF,50.0,27.0,10.0,100.0,100.0,8.9,3.3,2.73,Mathematics,0.75
MGT 12,100.0,TuTh,80.0,94.0,23.0,100.0,90.5,2.21,3.56,3.33,Rady School of Management,0.94
MGT 12,100.0,TuTh,80.0,98.0,31.0,100.0,92.9,2.71,3.61,3.17,Rady School of Management,0.98
MGT 12,115.0,MW,80.0,94.0,23.0,100.0,90.5,2.21,3.56,3.33,Rady School of Management,0.817
MGT 12,115.0,MW,80.0,98.0,31.0,100.0,92.9,2.71,3.61,3.17,Rady School of Management,0.852
MGT 12,115.0,MW,80.0,94.0,23.0,100.0,90.5,2.21,3.56,3.33,Rady School of Management,0.817
MGT 12,115.0,MW,80.0,98.0,31.0,100.0,92.9,2.71,3.61,3.17,Rady School of Management,0.852
MGT 12,100.0,TuTh,80.0,94.0,23.0,100.0,90.5,2.21,3.56,3.33,Rady School of Management,0.94
MGT 12,100.0,TuTh,80.0,98.0,31.0,100.0,92.9,2.71,3.61,3.17,Rady School of Management,0.98
MGT 18,90.0,TuTh,80.0,61.0,15.0,92.9,92.9,2.35,3.9,2.6,Rady School of Management,0.678
MGT 18,90.0,TuTh,80.0,83.0,34.0,93.3,100.0,3.73,3.62,3.01,Rady School of Management,0.922
MGT 18,90.0,TuTh,80.0,84.0,29.0,100.0,92.0,3.46,3.52,3.05,Rady School of Management,0.933
MGT 18,90.0,TuTh,80.0,80.0,31.0,74.2,74.2,5.02,3.41,2.74,Rady School of Management,0.889
MGT 18,90.0,TuTh,80.0,61.0,15.0,92.9,92.9,2.35,3.9,2.6,Rady School of Management,0.678
MGT 18,90.0,TuTh,80.0,83.0,34.0,93.3,100.0,3.73,3.62,3.01,Rady School of Management,0.922
MGT 18,90.0,TuTh,80.0,84.0,29.0,100.0,92.0,3.46,3.52,3.05,Rady School of Management,0.933
MGT 18,90.0,TuTh,80.0,80.0,31.0,74.2,74.2,5.02,3.41,2.74,Rady School of Management,0.889
MGT 18,90.0,TuTh,80.0,61.0,15.0,92.9,92.9,2.35,3.9,2.6,Rady School of Management,0.678
MGT 18,90.0,TuTh,80.0,83.0,34.0,93.3,100.0,3.73,3.62,3.01,Rady School of Management,0.922
MGT 18,90.0,TuTh,80.0,84.0,29.0,100.0,92.0,3.46,3.52,3.05,Rady School of Management,0.933
MGT 18,90.0,TuTh,80.0,80.0,31.0,74.2,74.2,5.02,3.41,2.74,Rady School of Management,0.889
MGT 18,90.0,TuTh,80.0,61.0,15.0,92.9,92.9,2.35,3.9,2.6,Rady School of Management,0.678
MGT 18,90.0,TuTh,80.0,83.0,34.0,93.3,100.0,3.73,3.62,3.01,Rady School of Management,0.922
MGT 18,90.0,TuTh,80.0,84.0,29.0,100.0,92.0,3.46,3.52,3.05,Rady School of Management,0.933
MGT 18,90.0,TuTh,80.0,80.0,31.0,74.2,74.2,5.02,3.41,2.74,Rady School of Management,0.889
MGT 45,150.0,TuTh,80.0,142.0,49.0,95.7,95.7,5.97,3.46,3.06,Rady School of Management,0.947
MGT 45,150.0,TuTh,80.0,82.0,34.0,91.2,91.2,5.91,3.29,3.09,Rady School of Management,0.547
MGT 45,150.0,TuTh,80.0,83.0,32.0,93.5,96.7,5.21,3.26,3.24,Rady School of Management,0.553
MGT 45,85.0,TuTh,80.0,82.0,34.0,91.2,91.2,5.91,3.29,3.09,Rady School of Management,0.965
MGT 45,85.0,TuTh,80.0,83.0,32.0,93.5,96.7,5.21,3.26,3.24,Rady School of Management,0.976
MGT 45,85.0,TuTh,80.0,82.0,34.0,91.2,91.2,5.91,3.29,3.09,Rady School of Management,0.965
MGT 45,85.0,TuTh,80.0,83.0,32.0,93.5,96.7,5.21,3.26,3.24,Rady School of Management,0.976
MGT 100,90.0,M,170.0,49.0,38.0,97.4,97.4,6.97,3.61,3.44,Rady School of Management,0.544
MGT 102,98.0,M,170.0,81.0,52.0,86.3,90.2,5.99,3.7,3.17,Rady School of Management,0.827
MGT 103,90.0,TuTh,80.0,87.0,35.0,93.5,90.3,3.94,3.48,3.06,Rady School of Management,0.967
MGT 103,90.0,TuTh,80.0,80.0,65.0,90.8,89.2,4.37,3.34,3.18,Rady School of Management,0.889
MGT 103,90.0,TuTh,80.0,69.0,52.0,98.1,98.1,4.5,3.43,3.02,Rady School of Management,0.767
MGT 103,90.0,MW,80.0,87.0,35.0,93.5,90.3,3.94,3.48,3.06,Rady School of Management,0.967
MGT 103,90.0,MW,80.0,80.0,65.0,90.8,89.2,4.37,3.34,3.18,Rady School of Management,0.889
MGT 103,90.0,MW,80.0,69.0,52.0,98.1,98.1,4.5,3.43,3.02,Rady School of Management,0.767
MGT 103,90.0,MW,80.0,87.0,35.0,93.5,90.3,3.94,3.48,3.06,Rady School of Management,0.967
MGT 103,90.0,MW,80.0,80.0,65.0,90.8,89.2,4.37,3.34,3.18,Rady School of Management,0.889
MGT 103,90.0,MW,80.0,69.0,52.0,98.1,98.1,4.5,3.43,3.02,Rady School of Management,0.767
MGT 103,90.0,MW,80.0,87.0,35.0,93.5,90.3,3.94,3.48,3.06,Rady School of Management,0.967
MGT 103,90.0,MW,80.0,80.0,65.0,90.8,89.2,4.37,3.34,3.18,Rady School of Management,0.889
MGT 103,90.0,MW,80.0,69.0,52.0,98.1,98.1,4.5,3.43,3.02,Rady School of Management,0.767
MGT 103,90.0,W,170.0,87.0,35.0,93.5,90.3,3.94,3.48,3.06,Rady School of Management,0.967
MGT 103,90.0,W,170.0,80.0,65.0,90.8,89.2,4.37,3.34,3.18,Rady School of Management,0.889
MGT 103,90.0,W,170.0,69.0,52.0,98.1,98.1,4.5,3.43,3.02,Rady School of Management,0.767
MGT 103,90.0,W,170.0,87.0,35.0,93.5,90.3,3.94,3.48,3.06,Rady School of Management,0.967
MGT 103,90.0,W,170.0,80.0,65.0,90.8,89.2,4.37,3.34,3.18,Rady School of Management,0.889
MGT 103,90.0,W,170.0,69.0,52.0,98.1,98.1,4.5,3.43,3.02,Rady School of Management,0.767
MGT 103,90.0,MW,80.0,87.0,35.0,93.5,90.3,3.94,3.48,3.06,Rady School of Management,0.967
MGT 103,90.0,MW,80.0,80.0,65.0,90.8,89.2,4.37,3.34,3.18,Rady School of Management,0.889
MGT 103,90.0,MW,80.0,69.0,52.0,98.1,98.1,4.5,3.43,3.02,Rady School of Management,0.767
MGT 106,85.0,MW,80.0,81.0,60.0,88.3,86.7,3.53,3.12,2.96,Rady School of Management,0.953
MGT 112,85.0,W,170.0,84.0,50.0,90.0,90.0,6.5,3.44,3.34,Rady School of Management,0.988
MGT 112,85.0,W,170.0,77.0,44.0,97.7,93.2,5.59,3.51,3.39,Rady School of Management,0.906
MGT 112,85.0,W,170.0,61.0,46.0,95.7,97.8,3.93,3.53,3.36,Rady School of Management,0.718
MGT 112,85.0,W,170.0,84.0,50.0,90.0,90.0,6.5,3.44,3.34,Rady School of Management,0.988
MGT 112,85.0,W,170.0,77.0,44.0,97.7,93.2,5.59,3.51,3.39,Rady School of Management,0.906
MGT 112,85.0,W,170.0,61.0,46.0,95.7,97.8,3.93,3.53,3.36,Rady School of Management,0.718
MGT 112,85.0,TuTh,80.0,84.0,50.0,90.0,90.0,6.5,3.44,3.34,Rady School of Management,0.988
MGT 112,85.0,TuTh,80.0,77.0,44.0,97.7,93.2,5.59,3.51,3.39,Rady School of Management,0.906
MGT 112,85.0,TuTh,80.0,61.0,46.0,95.7,97.8,3.93,3.53,3.36,Rady School of Management,0.718
MGT 112,85.0,TuTh,80.0,84.0,50.0,90.0,90.0,6.5,3.44,3.34,Rady School of Management,0.988
MGT 112,85.0,TuTh,80.0,77.0,44.0,97.7,93.2,5.59,3.51,3.39,Rady School of Management,0.906
MGT 112,85.0,TuTh,80.0,61.0,46.0,95.7,97.8,3.93,3.53,3.36,Rady School of Management,0.718
MGT 112,85.0,M,170.0,84.0,50.0,90.0,90.0,6.5,3.44,3.34,Rady School of Management,0.988
MGT 112,85.0,M,170.0,77.0,44.0,97.7,93.2,5.59,3.51,3.39,Rady School of Management,0.906
MGT 112,85.0,M,170.0,61.0,46.0,95.7,97.8,3.93,3.53,3.36,Rady School of Management,0.718
MGT 119,85.0,Th,170.0,43.0,36.0,100.0,100.0,4.04,3.88,3.79,Rady School of Management,0.506
MGT 119,85.0,M,170.0,43.0,36.0,100.0,100.0,4.04,3.88,3.79,Rady School of Management,0.506
MGT 121B,85.0,M,170.0,64.0,62.0,96.8,98.4,4.82,3.5,3.5,Rady School of Management,0.753
MGT 128R,80.0,M,50.0,79.0,68.0,89.7,92.6,4.62,3.51,3.43,Rady School of Management,0.988
MGT 132,85.0,TuTh,80.0,55.0,16.0,60.0,86.7,5.03,3.2,2.7,Rady School of Management,0.647
MGT 153,85.0,F,170.0,70.0,20.0,89.5,94.4,6.71,3.22,2.93,Rady School of Management,0.824
MGT 153,85.0,F,170.0,79.0,34.0,77.4,83.9,5.85,3.52,3.41,Rady School of Management,0.929
MGT 153,85.0,M,170.0,70.0,20.0,89.5,94.4,6.71,3.22,2.93,Rady School of Management,0.824
MGT 153,85.0,M,170.0,79.0,34.0,77.4,83.9,5.85,3.52,3.41,Rady School of Management,0.929
MGT 158,85.0,Tu,170.0,77.0,50.0,98.0,96.0,4.34,3.66,3.33,Rady School of Management,0.906
MGT 164,85.0,TuTh,80.0,50.0,17.0,82.4,87.5,5.44,3.29,2.94,Rady School of Management,0.588
MGT 164,85.0,TuTh,80.0,78.0,19.0,84.2,84.2,6.29,3.11,2.55,Rady School of Management,0.918
MGT 164,85.0,TuTh,80.0,82.0,65.0,89.2,87.7,4.41,3.65,3.4,Rady School of Management,0.965
MGT 164,85.0,TuTh,80.0,50.0,17.0,82.4,87.5,5.44,3.29,2.94,Rady School of Management,0.588
MGT 164,85.0,TuTh,80.0,78.0,19.0,84.2,84.2,6.29,3.11,2.55,Rady School of Management,0.918
MGT 164,85.0,TuTh,80.0,82.0,65.0,89.2,87.7,4.41,3.65,3.4,Rady School of Management,0.965
MGT 164,85.0,F,170.0,50.0,17.0,82.4,87.5,5.44,3.29,2.94,Rady School of Management,0.588
MGT 164,85.0,F,170.0,78.0,19.0,84.2,84.2,6.29,3.11,2.55,Rady School of Management,0.918
MGT 164,85.0,F,170.0,82.0,65.0,89.2,87.7,4.41,3.65,3.4,Rady School of Management,0.965
MGT 164,85.0,W,170.0,50.0,17.0,82.4,87.5,5.44,3.29,2.94,Rady School of Management,0.588
MGT 164,85.0,W,170.0,78.0,19.0,84.2,84.2,6.29,3.11,2.55,Rady School of Management,0.918
MGT 164,85.0,W,170.0,82.0,65.0,89.2,87.7,4.41,3.65,3.4,Rady School of Management,0.965
MGT 166,85.0,TuTh,80.0,56.0,48.0,83.3,79.2,5.33,3.06,3.11,Rady School of Management,0.659
MGT 166,85.0,TuTh,80.0,67.0,54.0,77.8,72.2,6.8,3.15,2.78,Rady School of Management,0.788
MGT 166,85.0,TuTh,80.0,56.0,48.0,83.3,79.2,5.33,3.06,3.11,Rady School of Management,0.659
MGT 166,85.0,TuTh,80.0,67.0,54.0,77.8,72.2,6.8,3.15,2.78,Rady School of Management,0.788
MGT 166,85.0,TuTh,80.0,56.0,48.0,83.3,79.2,5.33,3.06,3.11,Rady School of Management,0.659
MGT 166,85.0,TuTh,80.0,67.0,54.0,77.8,72.2,6.8,3.15,2.78,Rady School of Management,0.788
MGT 171,85.0,W,170.0,69.0,24.0,78.3,86.4,3.8,2.77,3.32,Rady School of Management,0.812
MGT 172,100.0,Th,170.0,86.0,64.0,93.7,98.4,4.92,3.59,3.49,Rady School of Management,0.86
MGT 172,100.0,Th,170.0,82.0,75.0,93.3,97.3,3.84,3.54,3.28,Rady School of Management,0.82
MGT 172,100.0,Th,170.0,81.0,72.0,95.8,97.2,4.16,3.55,3.05,Rady School of Management,0.81
MGT 172,85.0,W,170.0,82.0,75.0,93.3,97.3,3.84,3.54,3.28,Rady School of Management,0.965
MGT 172,85.0,W,170.0,81.0,72.0,95.8,97.2,4.16,3.55,3.05,Rady School of Management,0.953
MGT 172,85.0,MW,80.0,82.0,75.0,93.3,97.3,3.84,3.54,3.28,Rady School of Management,0.965
MGT 172,85.0,MW,80.0,81.0,72.0,95.8,97.2,4.16,3.55,3.05,Rady School of Management,0.953
MGT 172,85.0,MW,80.0,82.0,75.0,93.3,97.3,3.84,3.54,3.28,Rady School of Management,0.965
MGT 172,85.0,MW,80.0,81.0,72.0,95.8,97.2,4.16,3.55,3.05,Rady School of Management,0.953
MGT 176,80.0,F,170.0,70.0,13.0,92.3,92.3,3.73,3.46,3.5,Rady School of Management,0.875
MGT 183,85.0,M,170.0,81.0,21.0,95.2,90.5,5.26,3.67,3.16,Rady School of Management,0.953
MGT 185,85.0,Tu,170.0,64.0,16.0,100.0,100.0,7.88,3.53,2.83,Rady School of Management,0.753
MGT 187,146.0,M,170.0,133.0,37.0,85.3,85.3,4.15,3.52,3.13,Rady School of Management,0.911
MUS 2C,25.0,TuTh,80.0,22.0,17.0,100.0,75.0,5.09,3.6,3.8,Music,0.88
MUS 95E,50.0,Tu,170.0,38.0,12.0,100.0,100.0,1.67,4.0,4.0,Music,0.76
MUS 95L,50.0,Th,170.0,46.0,15.0,100.0,100.0,1.83,4.0,4.0,Music,0.92
MUS 95W,65.0,W,170.0,60.0,11.0,100.0,90.9,5.41,3.9,3.82,Music,0.923
MUS 95W,65.0,W,170.0,35.0,9.0,88.9,77.8,2.0,4.0,3.96,Music,0.538
MUS 95W,37.0,W,170.0,35.0,9.0,88.9,77.8,2.0,4.0,3.96,Music,0.946
MUS 101C,30.0,MWF,50.0,24.0,9.0,77.8,88.9,2.5,3.63,3.52,Music,0.8
MUS 113,30.0,W,170.0,28.0,11.0,100.0,90.0,3.3,3.89,3.68,Music,0.933
MUS 114,138.0,TuTh,80.0,119.0,42.0,71.4,73.8,4.06,3.59,3.27,Music,0.862
MUS 172,60.0,TuTh,80.0,52.0,12.0,91.7,100.0,6.67,3.55,3.38,Music,0.867
MUS 174C,25.0,TuTh,80.0,22.0,6.0,66.7,40.0,4.5,4.0,3.97,Music,0.88
MUS 175,25.0,TuTh,80.0,24.0,4.0,100.0,100.0,1.5,3.75,3.09,Music,0.96
NANO 108,80.0,TuTh,80.0,71.0,43.0,88.1,71.4,5.36,3.4,3.04,Nanoengineering,0.888
NANO 112,70.0,MWF,50.0,64.0,55.0,90.9,98.2,5.19,3.43,3.48,Nanoengineering,0.914
NANO 117,25.0,MWF,50.0,24.0,9.0,88.9,88.9,6.72,3.63,3.23,Nanoengineering,0.96
NANO 120B,35.0,TuTh,80.0,34.0,14.0,75.0,91.7,7.0,3.83,3.72,Nanoengineering,0.971
NANO 120B,35.0,TuTh,80.0,20.0,6.0,100.0,100.0,10.83,4.0,3.78,Nanoengineering,0.571
NANO 120B,35.0,TuTh,80.0,34.0,14.0,75.0,91.7,7.0,3.83,3.72,Nanoengineering,0.971
NANO 120B,35.0,TuTh,80.0,20.0,6.0,100.0,100.0,10.83,4.0,3.78,Nanoengineering,0.571
NANO 156,77.0,WF,80.0,74.0,34.0,96.9,100.0,4.56,3.35,3.71,Nanoengineering,0.961
NANO 175,25.0,MWF,50.0,24.0,10.0,100.0,100.0,5.3,3.6,3.37,Nanoengineering,0.96
PHIL 35,70.0,TuTh,80.0,66.0,22.0,80.0,95.0,3.7,3.68,3.32,Philosophy,0.943
PHIL 112,40.0,TuTh,80.0,34.0,3.0,100.0,100.0,3.83,3.0,3.0,Philosophy,0.85
PHIL 120,65.0,TuTh,80.0,56.0,19.0,83.3,94.1,5.94,3.6,2.89,Philosophy,0.862
PHIL 125,40.0,MW,80.0,36.0,13.0,91.7,90.9,4.67,3.38,3.27,Philosophy,0.9
PHIL 136,40.0,MW,80.0,35.0,12.0,83.3,91.7,5.0,2.9,2.66,Philosophy,0.875
PHIL 140,60.0,TuTh,80.0,49.0,11.0,70.0,90.0,4.7,3.33,2.79,Philosophy,0.817
PHIL 145,48.0,TuTh,80.0,46.0,15.0,100.0,100.0,3.43,3.73,3.5,Philosophy,0.958
PHIL 148,40.0,TuTh,80.0,38.0,8.0,100.0,100.0,3.5,3.63,3.0,Philosophy,0.95
PHIL 160,40.0,MWF,50.0,37.0,13.0,100.0,100.0,5.88,3.31,3.41,Philosophy,0.925
PHIL 169,40.0,MW,80.0,39.0,6.0,100.0,100.0,8.17,3.5,3.72,Philosophy,0.975
PHIL 173,40.0,MWF,50.0,37.0,17.0,94.1,100.0,4.15,3.81,3.6,Philosophy,0.925
PHYS 1AL,30.0,Tu,110.0,29.0,12.0,58.3,58.3,5.17,3.0,2.92,Physics,0.967
PHYS 1AL,30.0,Tu,110.0,29.0,12.0,58.3,66.7,5.17,3.0,2.92,Physics,0.967
PHYS 1AL,30.0,Tu,110.0,28.0,15.0,30.8,53.8,4.96,3.08,2.89,Physics,0.933
PHYS 1AL,30.0,Tu,110.0,28.0,15.0,30.8,53.8,4.96,3.08,2.89,Physics,0.933
PHYS 1AL,30.0,Tu,110.0,26.0,12.0,45.5,54.5,6.3,3.0,3.08,Physics,0.867
PHYS 1AL,30.0,Tu,110.0,26.0,12.0,45.5,54.5,6.3,3.0,3.08,Physics,0.867
PHYS 1AL,30.0,Tu,110.0,29.0,18.0,58.8,58.8,3.68,3.29,3.41,Physics,0.967
PHYS 1AL,30.0,Tu,110.0,29.0,18.0,58.8,52.9,3.68,3.29,3.41,Physics,0.967
PHYS 1AL,30.0,Tu,110.0,27.0,9.0,55.6,77.8,5.61,3.0,2.99,Physics,0.9
PHYS 1AL,30.0,Tu,110.0,27.0,9.0,55.6,66.7,5.61,3.0,2.99,Physics,0.9
PHYS 1AL,30.0,Tu,110.0,27.0,13.0,30.8,61.5,4.65,2.69,3.16,Physics,0.9
PHYS 1AL,30.0,Tu,110.0,27.0,13.0,30.8,53.8,4.65,2.69,3.16,Physics,0.9
PHYS 1AL,30.0,Tu,110.0,29.0,17.0,50.0,68.8,4.74,3.41,3.47,Physics,0.967
PHYS 1AL,30.0,Tu,110.0,29.0,17.0,50.0,68.8,4.74,3.41,3.47,Physics,0.967
PHYS 1AL,30.0,Tu,110.0,29.0,14.0,85.7,78.6,3.64,3.29,3.14,Physics,0.967
PHYS 1AL,30.0,Tu,110.0,29.0,14.0,85.7,78.6,3.64,3.29,3.14,Physics,0.967
PHYS 1AL,30.0,Tu,110.0,28.0,12.0,54.5,45.5,5.5,3.3,3.34,Physics,0.933
PHYS 1AL,30.0,Tu,110.0,28.0,12.0,54.5,36.4,5.5,3.3,3.34,Physics,0.933
PHYS 1AL,30.0,Tu,110.0,27.0,14.0,57.1,64.3,5.21,3.5,3.49,Physics,0.9
PHYS 1AL,30.0,Tu,110.0,27.0,14.0,57.1,71.4,5.21,3.5,3.49,Physics,0.9
PHYS 1AL,30.0,Tu,110.0,22.0,12.0,50.0,54.5,4.0,3.0,3.0,Physics,0.733
PHYS 1AL,30.0,Tu,110.0,22.0,12.0,50.0,63.6,4.0,3.0,3.0,Physics,0.733
PHYS 1AL,30.0,Tu,110.0,29.0,12.0,58.3,58.3,5.17,3.0,2.92,Physics,0.967
PHYS 1AL,30.0,Tu,110.0,29.0,12.0,58.3,66.7,5.17,3.0,2.92,Physics,0.967
PHYS 1AL,30.0,Tu,110.0,28.0,15.0,30.8,53.8,4.96,3.08,2.89,Physics,0.933
